Comparison	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
deltaYopQ vs mock	hsa04630	JAK-STAT signaling pathway	22/491	162/8146	0.000269426087201	0.002559547828409	0.002070326775334	3593/3569/1440/1437/3559/3601/64109/51561/3600/8651/3592/6775/8835/9021/5155/85480/3595/3574/3718/6776/3717/5618	22
deltaYopQ vs mock	hsa04933	AGE-RAGE signaling pathway in diabetic complications	16/491	100/8146	0.000287246020401	0.002640810187557	0.002136056993814	3569/3553/7124/3576/5054/1286/3552/177/5600/6776/3717/3383/7043/1277/2308/1958	16
deltaYopQ vs mock	hsa04672	Intestinal immune network for IgA production	10/491	49/8146	0.000562806921542	0.005012499144982	0.004054431441371	3569/3601/3600/941/3112/958/10673/115650/23308/57379	10
deltaYopQ vs mock	hsa04940	Type I diabetes mellitus	9/491	43/8146	0.000871878495582	0.007529859734568	0.006090634466742	3593/3553/7124/3592/941/3112/2571/3552/355	9
deltaYopQ vs mock	hsa05169	Epstein-Barr virus infection	24/491	202/8146	0.001052985376143	0.008826495064725	0.007139436451246	3569/7124/3627/1647/4616/3112/9636/3665/4792/958/7128/10018/3280/355/3718/5600/4791/864/3383/4940/919/5608/23586/8717	24
deltaYopQ vs mock	hsa05217	Basal cell carcinoma	11/491	63/8146	0.001203785291537	0.009802251659658	0.007928691093131	7474/1647/8322/4616/6608/83439/81029/650/2735/7481/2737	11
deltaYopQ vs mock	hsa05167	Kaposi sarcoma-associated herpesvirus infection	23/491	194/8146	0.001369014723675	0.010838033229097	0.008766497791957	3569/1437/5743/3576/2919/2921/2920/94235/3665/4792/84557/83439/355/2785/5155/3710/5600/3717/3383/5608/8717/2353/5294	23
deltaYopQ vs mock	hsa05418	Fluid shear stress and atherosclerosis	18/491	139/8146	0.00165639123493	0.01275868924203	0.010320047807958	3553/7124/857/653361/10365/5327/3552/5155/387082/5600/3383/445/6385/5608/2353/59341/7850/3162	18
deltaYopQ vs mock	hsa05145	Toxoplasmosis	15/491	112/8146	0.002830359934504	0.021227699508779	0.017170327580508	3593/7124/8651/3592/3112/3911/4792/958/330/5600/3310/3717/7043/5608/5294	15
deltaYopQ vs mock	hsa04360	Axon guidance	21/491	182/8146	0.003034066804241	0.022172026646379	0.017934160057459	9423/54437/1943/1942/7474/815/3897/54910/84628/8633/27289/6608/4756/1946/81029/57522/10507/56963/6405/10501/6586	21
deltaYopQ vs mock	hsa05332	Graft-versus-host disease	8/491	42/8146	0.003150347694462	0.022446227323041	0.018155951186504	3569/3553/7124/941/3112/3824/3552/355	8
deltaYopQ vs mock	hsa05166	Human T-cell leukemia virus 1 infection	24/491	222/8146	0.00375630781484	0.026110920176327	0.021120190281129	3569/1437/3559/3601/7124/3600/10744/3112/111/4792/958/9700/4487/2113/3718/4791/6776/3383/7043/115650/1958/2353/1959/7850	24
deltaYopQ vs mock	hsa05161	Hepatitis B	19/491	162/8146	0.003919469578715	0.026596400712709	0.021512878138812	3569/7124/3576/3665/353376/6775/4792/355/64135/3718/5600/6776/3717/7043/5608/23586/2353/1960/1959	19
deltaYopQ vs mock	hsa04936	Alcoholic liver disease	17/491	142/8146	0.00502987879209	0.033337568738268	0.026965568065302	3593/3569/3553/7124/3576/2919/2921/3592/2920/4792/83439/355/5600/2308/5608/8717/929	17
deltaYopQ vs mock	hsa05202	Transcriptional misregulation in cancer	21/491	193/8146	0.006033083739682	0.039077928768396	0.031608740167234	3569/1437/51513/2322/3576/1647/4804/4616/7185/5327/860/64332/5079/958/330/5371/2308/1848/929/7850/8864	21
deltaYopQ vs mock	hsa05330	Allograft rejection	7/491	38/8146	0.006831527606796	0.042377161778224	0.034277371853855	3593/7124/3592/941/3112/958/355	7
deltaYopQ vs mock	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	12/491	89/8146	0.006839822602801	0.042377161778224	0.034277371853855	55509/353376/10538/4792/10125/116071/5600/3717/919/5608/2353/5133	12
deltaYopQ vs mock	hsa05224	Breast cancer	17/491	147/8146	0.007111858975591	0.043125102298799	0.034882354213987	54567/2324/388585/7474/1647/8322/4616/23462/83439/3280/4851/4791/81029/182/28514/7481/2353	17
deltaYopQ vs mock	hsa05130	Pathogenic Escherichia coli infection	21/491	197/8146	0.007600283897361	0.045126685640582	0.036501363454432	3569/3553/7124/3576/64005/149461/4629/8743/4792/355/5600/81027/9080/3606/55971/8717/2353/23562/57121/4671/10382	21
deltaYopQ vs mock	hsa04151	PI3K-Akt signaling pathway	33/491	354/8146	0.007909803797488	0.046006001679266	0.037212610776581	3569/1440/3672/3559/4602/2324/2069/1943/2322/1942/3696/94235/4804/29941/54541/3911/1946/1286/8515/10018/2785/2065/7057/5155/3574/3718/2261/3717/5618/1277/57121/3082/5294	33
deltaYopQ vs mock	hsa04978	Mineral absorption	9/491	60/8146	0.009217504844268	0.052539777612329	0.042497548650416	4499/6547/4489/4502/4495/4494/4501/113235/3162	9
deltaYopQ vs mock	hsa04217	Necroptosis	17/491	159/8146	0.014993747979906	0.083788591652415	0.06777359768007	3553/81030/7124/815/8743/353376/6775/7128/330/3552/355/3718/6776/3717/1540/55072/8717	17
deltaYopQ vs mock	hsa04725	Cholinergic synapse	13/491	113/8146	0.01806194132944	0.098987964857137	0.080067827529872	43/815/94235/111/1131/2785/3710/1136/3786/3717/9132/2353/5294	13
deltaYopQ vs mock	hsa05221	Acute myeloid leukemia	9/491	67/8146	0.018408288201503	0.098987964857137	0.080067827529872	1437/2322/11040/83439/5371/6776/1848/929/8864	9
deltaYopE vs mock	hsa04060	Cytokine-cytokine receptor interaction	62/415	295/8146	9.64882188135351E-23	2.69202130489763E-20	2.11258415928582E-20	6364/3569/3593/1440/1437/6346/3553/6352/3559/10148/2833/7124/970/1236/3601/246778/3627/3576/51561/64109/9560/6373/4283/2919/6359/282618/2921/8809/6363/4804/6351/8744/7293/2920/3600/57007/6349/3592/8743/27189/3552/3604/85480/3624/958/6348/23529/9235/355/3574/6355/1233/8784/6376/643/3575/3606/10673/650/5618/7850/8740	62
deltaYopE vs mock	hsa04061	Viral protein interaction with cytokine and cytokine receptor	30/415	100/8146	6.39601809785058E-16	8.92244524650156E-14	7.00195665448906E-14	6364/3569/6346/6352/3559/2833/7124/1236/3627/3576/9560/6373/4283/2919/6359/2921/8809/6363/6351/2920/57007/6349/8743/6348/6355/1233/6376/643/3606/8740	30
deltaYopE vs mock	hsa04668	TNF signaling pathway	28/415	112/8146	9.60099413987757E-13	8.92892455008614E-11	7.00704133717381E-11	6364/3569/1437/3553/6352/7124/5743/3627/2919/2921/8809/3659/2920/3600/7185/1326/330/7128/4792/9021/355/3383/182/602/6376/5600/5608/2353	28
deltaYopE vs mock	hsa04064	NF-kappa B signaling pathway	25/415	104/8146	4.16132779070875E-11	2.90252613401936E-09	2.27777942228269E-09	3553/7124/5743/3576/9560/2919/2921/6363/6351/128178/2920/1647/7185/4616/330/958/7128/4792/3383/4791/23586/10673/1540/929/8740	25
deltaYopE vs mock	hsa05323	Rheumatoid arthritis	23/415	93/8146	1.37648217294866E-10	7.6807705250535E-09	6.02754298891201E-09	6364/3569/1437/3553/6352/7124/3576/4312/51561/2919/2921/2920/3600/941/6349/3552/3112/6348/3383/3606/10673/2353/3111	23
deltaYopE vs mock	hsa04620	Toll-like receptor signaling pathway	24/415	104/8146	2.5706395847546E-10	1.19534740691089E-08	9.38057953735013E-09	3569/3593/3553/6352/7124/3627/3576/9560/6373/4283/6351/941/6349/3592/1326/3665/958/4792/6348/5600/7098/5608/2353/929	24
deltaYopE vs mock	hsa05417	Lipid and atherosclerosis	33/415	215/8146	9.56739613928149E-09	3.8132907469422E-07	2.99250886762489E-07	3569/3593/3553/6352/7124/1543/3576/4312/2919/2921/815/2920/653361/6349/3592/8743/3665/1573/958/4792/6348/9619/355/6648/3383/3717/177/5600/3606/5608/5533/2353/929	33
deltaYopE vs mock	hsa04621	NOD-like receptor signaling pathway	29/415	184/8146	4.28888920248656E-08	1.49575010936719E-06	1.17380125541737E-06	3569/3553/6352/7124/3576/4210/2919/115361/2921/2920/115362/2633/388646/9447/3665/330/7128/4792/84557/838/2635/5600/10135/3606/3710/2634/4940/118429/4671	29
deltaYopE vs mock	hsa05134	Legionellosis	15/415	57/8146	9.65811506276276E-08	2.99401566945645E-06	2.34957652988848E-06	3569/3593/3553/1379/7124/3576/2919/2921/2920/3592/4792/4791/3606/929/4671	15
deltaYopE vs mock	hsa04062	Chemokine signaling pathway	29/415	192/8146	1.11706753543479E-07	3.11661842386307E-06	2.44578997232039E-06	6364/6346/6352/2833/1236/3627/3576/9560/6373/4283/2919/6359/2921/6363/6351/2920/653361/6349/94235/10235/111/4792/6348/6355/1233/3718/3717/6376/643	29
deltaYopE vs mock	hsa04657	IL-17 signaling pathway	19/415	94/8146	1.89014275966238E-07	4.79408936314368E-06	3.76219802880168E-06	6364/3569/1440/1437/3553/7124/5743/3627/3576/4312/2919/2921/2920/27189/7128/4792/5600/9618/2353	19
deltaYopE vs mock	hsa04625	C-type lectin receptor signaling pathway	20/415	104/8146	2.12758444880357E-07	4.9466338434683E-06	3.88190846799248E-06	3569/3593/3553/7124/5743/51561/3659/3592/4792/26253/338339/602/22800/5600/4791/3710/1540/5533/1960/1959	20
deltaYopE vs mock	hsa04640	Hematopoietic cell lineage	19/415	99/8146	4.43947638707094E-07	8.99582879584408E-06	7.05954495203007E-06	3569/1440/1437/3553/3672/3559/1379/7124/2322/924/952/3552/3112/2811/3574/3575/929/7850/3111	19
deltaYopE vs mock	hsa05164	Influenza A	26/415	171/8146	4.51403595490384E-07	8.99582879584408E-06	7.05954495203007E-06	3569/3593/3553/6352/7124/3627/3576/91543/3592/8743/3552/3112/3665/4792/9021/355/64135/3383/5371/3717/7098/23586/3606/4599/4940/3111	26
deltaYopE vs mock	hsa04658	Th1 and Th2 cell differentiation	18/415	92/8146	6.63618806203779E-07	1.23433097953903E-05	9.68650608353586E-06	54567/3593/3559/3592/6775/3112/4792/864/182/3718/3717/4851/5600/6776/5533/2353/30009/3111	18
deltaYopE vs mock	hsa05143	African trypanosomiasis	11/415	37/8146	1.35050295534777E-06	2.35493952838768E-05	1.84805667573906E-05	3569/3593/3553/169355/3620/7124/3592/8542/355/3383/3606	11
deltaYopE vs mock	hsa05133	Pertussis	15/415	76/8146	5.09625050308266E-06	8.36384641388271E-05	6.56359197920243E-05	3569/3593/3553/7124/3576/51561/3659/3592/3552/715/716/5600/3394/2353/929	15
deltaYopE vs mock	hsa05144	Malaria	12/415	50/8146	5.41452053905851E-06	8.39250683554069E-05	6.58608346271444E-05	3569/1440/3553/1379/7124/3576/3592/958/7057/3383/3606/3082	12
deltaYopE vs mock	hsa05140	Leishmaniasis	15/415	77/8146	6.03928170837683E-06	8.86820840335334E-05	6.95939388001319E-05	3593/3553/1379/7124/5743/65108/653361/3592/3552/3112/4792/3717/5600/2353/3111	15
deltaYopE vs mock	hsa04630	JAK-STAT signaling pathway	23/415	162/8146	6.91970537015281E-06	9.65298899136317E-05	7.57525640521992E-05	3569/3593/1440/1437/3559/3601/51561/64109/282618/3600/8651/3592/6775/8835/85480/9021/5155/3574/3718/3717/6776/3575/5618	23
deltaYopE vs mock	hsa04623	Cytosolic DNA-sensing pathway	13/415	63/8146	1.31141444678544E-05	0.000174230776501	0.000136728924778	3569/3553/6352/81030/3627/9560/6351/9447/3665/4792/10623/23586/3606	13
deltaYopE vs mock	hsa05321	Inflammatory bowel disease	13/415	65/8146	1.87420829706457E-05	0.000237683688582	0.000186524079325	3569/3593/3553/7124/51561/8809/3592/6775/3552/3112/3606/30009/3111	13
deltaYopE vs mock	hsa04659	Th17 cell differentiation	17/415	108/8146	2.87044049606661E-05	0.000348196912349	0.000273250170793	3569/3553/3559/10148/246778/51561/3662/3112/4792/3718/3717/5600/6776/5533/2353/30009/3111	17
deltaYopE vs mock	hsa04010	MAPK signaling pathway	32/415	294/8146	3.57755808448487E-05	0.000415891127321	0.000326373719988	3553/2069/7124/2322/1943/1942/2324/4804/1647/2318/4616/1946/1326/10235/3552/10125/59283/5155/355/9254/2065/22800/5600/1847/4791/1850/5608/5533/2353/929/1848/3082	32
deltaYopE vs mock	hsa04622	RIG-I-like receptor signaling pathway	13/415	70/8146	4.29314782517382E-05	0.000479115297289	0.000375989367426	3593/7124/3627/3576/3592/9636/3665/4792/64135/79132/5600/23586/1540	13
deltaYopE vs mock	hsa05167	Kaposi sarcoma-associated herpesvirus infection	24/415	194/8146	4.58796200137674E-05	0.000492323614763	0.000386354694853	3569/1437/5743/3576/2919/2921/2920/94235/3665/4792/84557/5155/355/83439/1233/3383/51176/3717/5600/7098/3710/5608/5533/2353	24
deltaYopE vs mock	hsa05162	Measles	19/415	139/8146	7.40721659425017E-05	0.000765412381406	0.000600663178013	3569/3593/3553/3559/3592/6504/3552/3665/7128/4792/355/27113/64135/3718/6776/23586/4599/4940/2353	19
deltaYopE vs mock	hsa04933	AGE-RAGE signaling pathway in diabetic complications	15/415	100/8146	0.000147824724402	0.001472967789581	0.001155922656981	3569/3553/7124/3576/5054/3552/3383/3717/1277/177/5600/6776/2308/1958/4313	15
deltaYopE vs mock	hsa05142	Chagas disease	15/415	102/8146	0.000185396335351	0.001724185918761	0.001353067991331	3569/3593/3553/6352/7124/3576/624/5054/6349/3592/4792/6348/355/5600/2353	15
deltaYopE vs mock	hsa05146	Amoebiasis	15/415	102/8146	0.000185396335351	0.001724185918761	0.001353067991331	3569/3593/1437/3553/7124/3576/2919/2921/2920/5272/3592/3911/1277/929/7850	15
deltaYopE vs mock	hsa05169	Epstein-Barr virus infection	23/415	202/8146	0.000233808892593	0.002104280033338	0.001651349733765	3569/7124/3627/1647/4616/9636/3112/3665/958/7128/4792/10018/355/3383/864/3718/5600/4791/3280/23586/4940/5608/3111	23
deltaYopE vs mock	hsa04940	Type I diabetes mellitus	9/415	43/8146	0.00025429519962	0.002217136271687	0.001739914523716	3593/3553/7124/941/3592/3552/3112/355/3111	9
deltaYopE vs mock	hsa05330	Allograft rejection	8/415	38/8146	0.000537349306142	0.004450087744562	0.003492240146647	3593/7124/941/3592/3112/958/355/3111	8
deltaYopE vs mock	hsa04514	Cell adhesion molecules	18/415	149/8146	0.000542304599696	0.004450087744562	0.003492240146647	25945/3696/3897/941/84628/6900/4756/58494/3112/958/8506/5792/57555/6614/5817/3383/6385/3111	18
deltaYopE vs mock	hsa05418	Fluid shear stress and atherosclerosis	17/415	139/8146	0.000666490736564	0.005312883300042	0.004169325509937	3553/7124/857/653361/5327/10365/3552/5155/3383/6385/5600/5608/2353/7850/3162/4313/59341	17
deltaYopE vs mock	hsa05202	Transcriptional misregulation in cancer	21/415	193/8146	0.000793427364398	0.006074449333321	0.004766970237052	3569/1437/51513/2322/3576/4804/1647/5327/7185/4616/860/64332/330/958/5079/5371/2308/929/7850/1848/8864	21
deltaYopE vs mock	hsa04978	Mineral absorption	10/415	60/8146	0.00080557213381	0.006074449333321	0.004766970237052	4499/4489/6547/4495/4496/4502/4494/4501/113235/3162	10
deltaYopE vs mock	hsa04936	Alcoholic liver disease	17/415	142/8146	0.000851637228152	0.006252810175115	0.004906940261928	3569/3593/3553/7124/3576/2919/2921/2920/3592/4792/355/83439/51176/5600/2308/5608/929	17
deltaYopE vs mock	hsa05166	Human T-cell leukemia virus 1 infection	23/415	222/8146	0.000900391070924	0.006441259199684	0.005054827064834	3569/1437/3559/7124/3601/3600/111/3112/958/4792/2113/9700/4487/3383/3718/6776/4791/5533/2353/1958/7850/3111/1959	23
deltaYopE vs mock	hsa05332	Graft-versus-host disease	8/415	42/8146	0.001084698393769	0.007565771296541	0.005937296471159	3569/3553/7124/941/3552/3112/355/3111	8
deltaYopE vs mock	hsa05161	Hepatitis B	18/415	162/8146	0.001453384650825	0.009890105306835	0.007761335234188	3569/7124/3576/6775/3665/4792/355/64135/3718/3717/5600/7098/6776/23586/5608/2353/1960/1959	18
deltaYopE vs mock	hsa05221	Acute myeloid leukemia	10/415	67/8146	0.001928547413813	0.012811064963189	0.010053580503087	1437/2322/11040/83439/51176/5371/6776/929/1848/8864	10
deltaYopE vs mock	hsa04360	Axon guidance	19/415	182/8146	0.002256175085662	0.014638903462785	0.011487990644253	9423/1943/54437/1942/7474/815/8633/54910/3897/27289/84628/1946/4756/6608/81029/57522/6405/10507/5533	19
deltaYopE vs mock	hsa04672	Intestinal immune network for IgA production	8/415	49/8146	0.00303512579067	0.019245456718109	0.015103018288499	3569/3601/3600/941/3112/958/10673/3111	8
deltaYopE vs mock	hsa05171	Coronavirus disease - COVID-19	22/415	232/8146	0.003550979826354	0.022016074923393	0.017277281962142	3569/3593/1440/1437/3553/7124/3627/3576/4312/629/3592/9636/4792/715/716/64135/5600/7098/23586/4599/4940/2353	22
deltaYopE vs mock	hsa05217	Basal cell carcinoma	9/415	63/8146	0.004337158633814	0.026181934339085	0.020546471769589	7474/1647/8322/4616/6608/81029/83439/51176/650	9
deltaYopE vs mock	hsa05145	Toxoplasmosis	13/415	112/8146	0.004410576752462	0.026181934339085	0.020546471769589	3593/7124/8651/3592/3112/330/3911/958/4792/3717/5600/5608/3111	13
deltaYopE vs mock	hsa05152	Tuberculosis	18/415	180/8146	0.004622448938452	0.026867984454751	0.021084854806973	3569/3593/3553/1379/7124/51561/815/3592/3552/3112/26253/3656/3717/5600/3606/5533/929/3111	18
deltaYopE vs mock	hsa04380	Osteoclast differentiation	14/415	128/8146	0.005457350288001	0.031073484292902	0.024385152736932	3553/7124/8651/653361/3552/4792/9021/5600/4791/5608/1540/5533/2353/10990	14
deltaYopE vs mock	hsa04218	Cellular senescence	16/415	156/8146	0.00579005906278	0.03230852957031	0.025354363895961	3569/3805/3576/1647/5054/4616/3552/2113/22800/5600/4683/2308/3710/5608/5533/59341	16
deltaYopE vs mock	hsa04151	PI3K-Akt signaling pathway	29/415	354/8146	0.007467442582535	0.04085130353975	0.032058370632967	3569/1440/3672/3559/2069/4602/2322/1943/1942/2324/3696/4804/94235/1946/54541/3911/29941/7057/10018/5155/3574/2065/3718/3717/1277/3575/8515/5618/3082	29
deltaYopE vs mock	hsa05224	Breast cancer	15/415	147/8146	0.007771707954379	0.041698202293685	0.032722980860541	54567/7474/2324/1647/8322/4616/23462/81029/83439/51176/182/4851/4791/3280/2353	15
deltaYopE vs mock	hsa05205	Proteoglycans in cancer	19/415	205/8146	0.008269134478288	0.043529972064951	0.034160476096999	3593/7124/7474/857/815/2318/8322/6608/7057/81029/355/2065/6385/1277/22800/5600/3710/3082/4313	19
deltaYopE vs mock	hsa04917	Prolactin signaling pathway	9/415	70/8146	0.008718153213936	0.045043791605338	0.035348457475609	3659/8651/8835/9021/3717/5600/6776/5618/2353	9
deltaYopE vs mock	hsa04330	Notch signaling pathway	8/415	59/8146	0.009589490804823	0.048644871537195	0.038174432294799	54567/1840/23462/182/7088/4851/3280/7090	8
deltaYopE vs mock	hsa04750	Inflammatory mediator regulation of TRP channels	11/415	98/8146	0.010838281051097	0.053997864522429	0.042375234184739	3553/624/815/111/1573/5600/3710/5608/8989/3269/59341	11
deltaYopE vs mock	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	10/415	89/8146	0.014680356683048	0.071856482711763	0.056389920407646	55509/4792/10125/10538/116071/3717/5600/5608/5533/2353	10
deltaYopE vs mock	hsa04217	Necroptosis	15/415	159/8146	0.015372486240041	0.073946959671921	0.058030438074928	3553/81030/7124/815/8743/6775/3552/330/7128/355/3718/3717/7098/6776/1540	15
deltaYopE vs mock	hsa05412	Arrhythmogenic right ventricular cardiomyopathy	9/415	77/8146	0.015843761276969	0.074922193157191	0.058795759957351	3672/3696/6547/1829/59283/9254/83439/51176/8515	9
deltaYopE vs mock	hsa05163	Human cytomegalovirus infection	19/415	225/8146	0.020687991548071	0.095937280257676	0.075287509125058	3569/3553/6352/7124/5743/3576/9560/6351/6349/94235/111/4792/6348/355/6376/5600/3710/5608/5533	19
deltaYopE vs mock	hsa04210	Apoptosis	13/415	136/8146	0.020975534393255	0.095937280257676	0.075287509125058	7124/1647/5366/7185/8743/4616/330/4792/10018/355/27113/3710/2353	13
deltaYopE vs mock	hsa04215	Apoptosis - multiple species	5/415	32/8146	0.021633934956791	0.097352707305557	0.076398276248089	4804/5366/330/10018/27113	5
deltaYopH vs mock	hsa04060	Cytokine-cytokine receptor interaction	65/449	295/8146	4.35433631512741E-23	1.21921416823568E-20	9.30452917864068E-21	6364/3593/1440/3569/1437/6346/10148/3553/6352/2833/3559/970/7124/3601/246778/1236/4804/51561/6363/8809/64109/6359/3576/3627/2919/3592/9560/8744/2921/6373/4283/7293/6351/3600/57007/2920/27189/6349/3604/958/8743/3552/9235/6348/6355/23529/85480/3624/355/8784/3606/650/4049/3574/6374/5618/3575/1233/7043/643/6368/10673/8740/7852/51330	65
deltaYopH vs mock	hsa04061	Viral protein interaction with cytokine and cytokine receptor	33/449	100/8146	8.87252058198288E-18	1.2421528814776E-15	9.4795877796975E-16	6364/3569/6346/6352/2833/3559/7124/1236/6363/8809/6359/3576/3627/2919/9560/2921/6373/4283/6351/57007/2920/6349/8743/6348/6355/3606/4049/6374/1233/643/6368/8740/7852	33
deltaYopH vs mock	hsa04668	TNF signaling pathway	30/449	112/8146	1.57428864418176E-13	1.46933606790298E-11	1.12133542024175E-11	6364/3569/1437/3553/6352/7124/5743/8809/3627/2919/2921/3659/3600/7185/2920/90993/1326/4792/9021/7128/330/355/5600/3383/602/182/4049/9586/6374/2353	30
deltaYopH vs mock	hsa05323	Rheumatoid arthritis	26/449	93/8146	2.32727947117418E-12	1.62909562982193E-10	1.24325719117989E-10	6364/3569/1437/3553/6352/7124/51561/4312/3576/2919/2921/3600/941/2920/6349/3552/6348/3112/3383/3606/6374/7043/10673/2353/940/3111	26
deltaYopH vs mock	hsa04064	NF-kappa B signaling pathway	25/449	104/8146	2.2601266969969E-10	1.26567095031827E-08	9.65906777874467E-09	3553/7124/5743/6363/3576/2919/9560/2921/128178/1647/6351/7185/2920/4616/958/4792/7128/330/3383/4791/4049/1540/10673/8740/929	25
deltaYopH vs mock	hsa04062	Chemokine signaling pathway	33/449	192/8146	3.68177448079158E-09	1.7181614243694E-07	1.31122845543981E-07	6364/6346/6352/2833/1236/6363/6359/3576/3627/2919/9560/2921/6373/4283/6351/653361/2920/94235/10235/6349/111/4792/6348/6355/3718/6374/3717/2785/55970/1233/643/6368/7852	33
deltaYopH vs mock	hsa04620	Toll-like receptor signaling pathway	23/449	104/8146	6.86457649064223E-09	2.74583059625689E-07	2.09550229714342E-07	3593/3569/3553/6352/7124/3576/3627/3592/9560/6373/4283/6351/941/6349/1326/958/3665/4792/6348/5600/7098/2353/929	23
deltaYopH vs mock	hsa05134	Legionellosis	16/449	57/8146	3.96584718012777E-08	1.38804651304472E-06	1.05929865469202E-06	3593/3569/3553/7124/1379/3576/2919/3592/2921/2920/4792/3606/4791/4671/3312/929	16
deltaYopH vs mock	hsa04657	IL-17 signaling pathway	20/449	94/8146	1.3293655161218E-07	4.13580382793449E-06	3.15627134237106E-06	6364/1440/3569/1437/3553/7124/5743/4312/3576/3627/2919/2921/2920/27189/4792/7128/5600/6374/9618/2353	20
deltaYopH vs mock	hsa04010	MAPK signaling pathway	39/449	294/8146	2.31638517025148E-07	6.48587847670414E-06	4.94974936380053E-06	3553/2322/7124/1943/2069/2324/1942/4804/1647/4616/1946/10235/1326/3552/2318/9254/10125/5155/355/2065/5600/23542/4791/59283/22800/1847/9693/1850/55970/7043/8913/4254/2353/55799/1848/3312/929/3082/8491	39
deltaYopH vs mock	hsa04640	Hematopoietic cell lineage	20/449	99/8146	3.26150300323044E-07	8.30200764458658E-06	6.33574267613186E-06	1440/3569/1437/3672/3553/3559/2322/7124/1379/947/952/924/3552/3112/2811/3574/3575/4254/929/3111	20
deltaYopH vs mock	hsa05417	Lipid and atherosclerosis	31/449	215/8146	6.86552149064655E-07	1.60195501448419E-05	1.22254461631689E-05	3593/3569/3553/6352/1543/7124/815/4312/3576/2919/3592/2921/653361/2920/6349/958/8743/3665/4792/6348/9619/6648/355/5600/3383/3606/177/3717/2353/3312/929	31
deltaYopH vs mock	hsa04621	NOD-like receptor signaling pathway	28/449	184/8146	7.97973531719678E-07	1.71871222216546E-05	1.31164880112627E-05	3569/3553/6352/7124/4210/3576/2919/2921/115361/2920/115362/2633/9447/388646/3665/4792/7128/84557/330/838/5600/3606/2635/3710/2634/10135/118429/4671	28
deltaYopH vs mock	hsa05321	Inflammatory bowel disease	15/449	65/8146	1.68905968306358E-06	3.37811936612717E-05	2.57803846362337E-05	3593/3569/3553/7124/51561/8809/3592/6775/3552/3112/3606/7043/30009/4094/3111	15
deltaYopH vs mock	hsa05144	Malaria	13/449	50/8146	1.98227496008586E-06	3.58727252241729E-05	2.7376553460553E-05	1440/3569/3553/7124/1379/3576/3592/958/7057/3383/3606/7043/3082	13
deltaYopH vs mock	hsa04658	Th1 and Th2 cell differentiation	18/449	92/8146	2.07627696523792E-06	3.58727252241729E-05	2.7376553460553E-05	54567/3593/3559/3592/6775/4792/3112/3718/5600/182/6776/864/4851/3717/2353/30009/4094/3111	18
deltaYopH vs mock	hsa04940	Type I diabetes mellitus	12/449	43/8146	2.17798688861049E-06	3.58727252241729E-05	2.7376553460553E-05	3593/3553/7124/3592/941/2571/3552/3112/355/4049/940/3111	12
deltaYopH vs mock	hsa05133	Pertussis	16/449	76/8146	2.80563481081578E-06	4.31003341538409E-05	3.28923602752996E-05	3593/3569/3553/7124/51561/3576/3592/3659/3552/716/715/5600/3394/6374/2353/929	16
deltaYopH vs mock	hsa05143	African trypanosomiasis	11/449	37/8146	2.92466553186777E-06	4.31003341538409E-05	3.28923602752996E-05	3593/3569/3553/169355/3620/7124/3592/8542/355/3383/3606	11
deltaYopH vs mock	hsa04625	C-type lectin receptor signaling pathway	19/449	104/8146	3.18649898378627E-06	4.46109857730078E-05	3.40452259846639E-05	3593/3569/3553/7124/5743/51561/3592/3659/4792/26253/338339/5600/602/4791/22800/3710/1540/1960/1959	19
deltaYopH vs mock	hsa05140	Leishmaniasis	16/449	77/8146	3.36511486915625E-06	4.48681982554167E-05	3.42415197212391E-05	3593/3553/7124/5743/1379/3592/65108/653361/4792/3552/3112/5600/3717/7043/2353/3111	16
deltaYopH vs mock	hsa05164	Influenza A	24/449	171/8146	2.01672358399991E-05	0.000256673910691	0.000195882721317	3593/3569/3553/6352/7124/3576/3627/3592/91543/8743/3665/4792/9021/3552/3112/355/3383/3606/64135/5371/7098/3717/4599/3111	24
deltaYopH vs mock	hsa04672	Intestinal immune network for IgA production	11/449	49/8146	5.46105954053225E-05	0.000664824639717	0.000507366172416	3569/3601/3600/941/958/3112/23308/10673/940/7852/3111	11
deltaYopH vs mock	hsa04630	JAK-STAT signaling pathway	22/449	162/8146	7.40315955268665E-05	0.000863701947813	0.000659140960173	3593/1440/3569/1437/3559/3601/51561/64109/3592/8651/3600/6775/8835/9021/85480/5155/3718/6776/3574/3717/5618/3575	22
deltaYopH vs mock	hsa05142	Chagas disease	16/449	102/8146	0.000130497770391	0.00140536060421	0.001072512040055	3593/3569/3553/6352/7124/624/3576/3592/5054/6349/4792/6348/355/5600/7043/2353	16
deltaYopH vs mock	hsa05146	Amoebiasis	16/449	102/8146	0.000130497770391	0.00140536060421	0.001072512040055	3593/3569/1437/3553/7124/3576/2919/3592/2921/5273/2920/5272/3911/1277/7043/929	16
deltaYopH vs mock	hsa04623	Cytosolic DNA-sensing pathway	12/449	63/8146	0.000138429065557	0.001435560679855	0.001095559466205	3569/3553/6352/81030/3627/9560/6351/9447/3665/4792/10623/3606	12
